Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,zon_rank,plm_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position,Contract Years,Cap Hit
2015-2016,Alexey Marchenko,DET,D,209.0,173.0,,129.0,200.0,146.0,223.0,181.0,183.0,164.0,66.0,189.0,,204.0,Third Pair,66,1110.85,2,5,33,1992-01-02,RUS,RUS,75,210,2011,7,24,205,,
2015-2016,Andrei Markov,MTL,D,49.0,113.0,37.0,70.0,38.0,152.0,114.0,84.0,106.0,13.0,57.0,204.0,,26.0,First Pair,82,1954.5333333333,5,23,46,1978-12-20,RUS,RUS,72,200,1998,6,17,162,,
2015-2016,Andrej Sekera,EDM,D,80.0,119.0,30.0,19.0,26.0,170.0,57.0,94.0,178.0,54.0,19.0,195.0,,47.0,Second Pair,81,1768.6333333333,6,13,39,1986-06-08,SVK,SVK,72,200,2004,3,6,71,,
2015-2016,Andrej Sustr,TBL,D,163.0,102.0,,116.0,135.0,49.0,185.0,165.0,142.0,153.0,182.0,199.0,,185.0,Third Pair,77,1296.4,4,5,34,1990-11-29,CZE,CZE,79,217,-,-,-,-,,
2015-2016,Andrew Bodnarchuk,"CBJ, COL",D,221.0,227.0,,,197.0,228.0,230.0,222.0,157.0,111.0,214.0,84.0,,230.0,Fringe,37,456.56666666667,0,3,36,1988-07-11,CAN,CAN,71,195,2006,5,5,128,,
2015-2016,Andrew MacDonald,PHI,D,169.0,49.0,101.0,153.0,98.0,143.0,192.0,163.0,35.0,64.0,59.0,201.0,,78.0,Second Pair,28,563.33333333333,1,5,38,1986-09-07,CAN,CAN,73,204,2006,6,7,160,,
2015-2016,Andy Greene,NJD,D,218.0,11.0,119.0,73.0,221.0,12.0,209.0,133.0,230.0,169.0,46.0,176.0,,97.0,First Pair,82,1882.4,4,5,42,1982-10-30,USA,USA,71,190,-,-,-,-,,
2015-2016,Anthony Bitetto,NSH,D,202.0,58.0,,,212.0,173.0,187.0,130.0,39.0,177.0,196.0,13.0,,188.0,Fringe,28,339.75,1,1,34,1990-07-15,USA,USA,73,222,2010,6,18,168,,
2015-2016,Anton Stralman,TBL,D,27.0,37.0,82.0,67.0,15.0,5.0,89.0,54.0,61.0,57.0,47.0,128.0,,71.0,First Pair,73,1611.6666666667,9,10,38,1986-08-01,SWE,SWE,71,193,2005,7,22,216,,
2015-2016,Barret Jackman,NSH,D,142.0,3.0,,3.0,96.0,4.0,139.0,186.0,84.0,184.0,173.0,62.0,,175.0,Third Pair,73,1011.5833333333,1,1,44,1981-03-05,CAN,CAN,72,203,1999,1,17,17,,
2015-2016,Ben Chiarot,WPG,D,130.0,88.0,,,119.0,105.0,123.0,180.0,173.0,176.0,140.0,38.0,,170.0,Third Pair,70,1012.05,1,2,34,1991-05-09,CAN,CAN,75,232,2009,4,29,120,,
2015-2016,Ben Hutton,VAN,D,196.0,225.0,87.0,132.0,216.0,224.0,137.0,219.0,171.0,62.0,48.0,218.0,,119.0,Second Pair,75,1490.5,1,12,32,1993-04-20,CAN,CAN,75,201,2012,5,26,147,,
2015-2016,Ben Lovejoy,PIT,D,68.0,32.0,,26.0,36.0,57.0,99.0,112.0,150.0,188.0,139.0,26.0,,100.0,Second Pair,66,1245.2166666667,4,1,41,1984-02-20,USA,USA,73,205,-,-,-,-,,
2015-2016,Brandon Davidson,EDM,D,174.0,74.0,,134.0,188.0,70.0,146.0,95.0,210.0,205.0,204.0,116.0,,125.0,Second Pair,51,979.01666666667,4,2,33,1991-08-21,CAN,CAN,74,204,2010,6,12,162,,
2015-2016,Brandon Gormley,COL,D,220.0,131.0,,,214.0,103.0,172.0,179.0,8.0,223.0,181.0,137.0,,226.0,Fringe,26,316.56666666667,0,0,33,1992-02-18,CAN,CAN,74,188,2010,1,13,13,,
2015-2016,Brandon Manning,PHI,D,171.0,210.0,,133.0,157.0,197.0,130.0,214.0,90.0,202.0,53.0,68.0,,211.0,Third Pair,56,925.55,1,2,35,1990-06-04,CAN,CAN,73,205,-,-,-,-,,
2015-2016,Brayden McNabb,LAK,D,74.0,110.0,115.0,147.0,20.0,33.0,136.0,191.0,125.0,110.0,179.0,25.0,,171.0,Second Pair,81,1524.0166666667,2,6,34,1991-01-21,CAN,CAN,76,215,2009,3,5,66,,
2015-2016,Braydon Coburn,TBL,D,135.0,63.0,,15.0,155.0,31.0,125.0,197.0,152.0,159.0,145.0,85.0,,148.0,Third Pair,80,1340.1833333333,1,4,40,1985-02-27,CAN,CAN,77,224,2003,1,8,8,,
2015-2016,Brendan Smith,DET,D,79.0,84.0,,113.0,67.0,6.0,102.0,106.0,9.0,128.0,158.0,97.0,,166.0,Third Pair,63,1109.0,3,6,36,1989-02-08,CAN,CAN,74,200,2007,1,27,27,,
2015-2016,Brenden Dillon,SJS,D,88.0,116.0,,59.0,39.0,129.0,105.0,167.0,87.0,178.0,161.0,34.0,,141.0,Third Pair,76,1268.2833333333,2,5,34,1990-11-13,CAN,CAN,76,224,-,-,-,-,,
2015-2016,Brent Burns,SJS,D,1.0,128.0,1.0,121.0,8.0,95.0,1.0,1.0,60.0,4.0,104.0,102.0,,1.0,First Pair,82,2120.85,27,25,40,1985-03-09,CAN,CAN,77,230,2003,1,20,20,,
2015-2016,Brent Seabrook,CHI,D,44.0,172.0,21.0,58.0,37.0,190.0,31.0,25.0,14.0,37.0,91.0,100.0,,20.0,First Pair,81,1847.8666666667,14,15,40,1985-04-20,CAN,CAN,75,220,2003,1,14,14,,
2015-2016,Brett Pesce,CAR,D,194.0,140.0,84.0,124.0,175.0,162.0,158.0,125.0,181.0,182.0,122.0,223.0,,161.0,Second Pair,69,1294.7666666667,4,4,30,1994-11-15,USA,USA,75,206,2013,3,5,66,,
2015-2016,Brian Campbell,FLA,D,147.0,53.0,66.0,40.0,74.0,14.0,161.0,115.0,51.0,58.0,34.0,225.0,,89.0,First Pair,82,1826.7833333333,6,12,46,1979-05-23,CAN,CAN,70,192,1997,6,22,156,,
2015-2016,Brian Dumoulin,PIT,D,159.0,133.0,,131.0,93.0,63.0,156.0,230.0,200.0,129.0,87.0,172.0,,199.0,Second Pair,79,1491.9666666667,0,8,33,1991-09-06,USA,USA,76,207,2009,2,21,51,,
2015-2016,Brian Strait,NYI,D,166.0,198.0,,96.0,79.0,225.0,159.0,157.0,109.0,217.0,147.0,29.0,,167.0,Third Pair,52,802.58333333333,1,1,37,1988-01-04,USA,USA,73,188,2006,3,2,65,,
2015-2016,Brooks Orpik,WSH,D,103.0,17.0,,79.0,14.0,112.0,215.0,145.0,116.0,170.0,193.0,9.0,,86.0,Second Pair,41,812.23333333333,3,2,44,1980-09-26,USA,USA,75,217,2000,1,18,18,,
2015-2016,Calvin de Haan,NYI,D,54.0,50.0,117.0,16.0,13.0,142.0,98.0,184.0,89.0,113.0,42.0,57.0,,64.0,Second Pair,72,1485.5666666667,2,7,34,1991-05-09,CAN,CAN,73,195,2009,1,12,12,,
2015-2016,Cam Fowler,ANA,D,125.0,148.0,31.0,65.0,60.0,164.0,127.0,82.0,168.0,51.0,67.0,206.0,,58.0,First Pair,69,1571.8666666667,5,11,33,1991-12-05,CAN,USA,74,215,2010,1,12,12,,
2015-2016,Carl Gunnarsson,STL,D,192.0,22.0,,6.0,136.0,68.0,212.0,140.0,67.0,192.0,32.0,134.0,,144.0,Third Pair,72,1251.3333333333,3,2,38,1986-11-09,SWE,SWE,74,198,2007,7,13,194,,
2015-2016,Carlo Colaiacovo,BUF,D,122.0,39.0,,,141.0,40.0,120.0,116.0,38.0,94.0,138.0,90.0,,182.0,Third Pair,36,521.01666666667,1,2,42,1983-01-27,CAN,CAN,73,202,2001,1,17,17,,
2015-2016,Chris Bigras,COL,D,230.0,230.0,,,230.0,227.0,205.0,160.0,31.0,226.0,229.0,180.0,,229.0,Third Pair,31,413.6,1,0,30,1995-02-22,CAN,CAN,73,191,2013,2,2,32,,
2015-2016,Chris Tanev,VAN,D,205.0,5.0,108.0,27.0,138.0,48.0,224.0,119.0,221.0,149.0,4.0,227.0,,82.0,Second Pair,69,1501.0,4,6,35,1989-12-20,CAN,CAN,74,193,-,-,-,-,,
2015-2016,Chris Wideman,OTT,D,87.0,209.0,,,189.0,215.0,62.0,34.0,132.0,147.0,228.0,130.0,,162.0,Third Pair,64,892.81666666667,6,4,35,1990-01-07,USA,USA,70,181,2009,4,9,100,,
2015-2016,Christian Ehrhoff,"CHI, LAK",D,67.0,139.0,39.0,160.0,114.0,81.0,16.0,113.0,40.0,65.0,101.0,125.0,,85.0,Third Pair,48,743.21666666667,2,5,43,1982-07-06,DEU,DEU,74,201,2001,4,10,106,,
2015-2016,Christian Folin,MIN,D,204.0,120.0,,,223.0,132.0,206.0,206.0,127.0,92.0,98.0,75.0,,212.0,Third Pair,26,379.08333333333,0,2,34,1991-02-09,SWE,SWE,75,204,-,-,-,-,,
2015-2016,Clayton Stoner,ANA,D,180.0,52.0,,5.0,105.0,18.0,183.0,200.0,71.0,183.0,202.0,15.0,,215.0,Third Pair,50,768.01666666667,1,1,40,1985-02-19,CAN,CAN,76,216,2004,3,14,79,,
2015-2016,Cody Ceci,OTT,D,41.0,137.0,100.0,76.0,154.0,172.0,59.0,37.0,130.0,86.0,38.0,153.0,,75.0,Second Pair,75,1447.5166666667,10,8,31,1993-12-21,CAN,CAN,74,210,2012,1,15,15,,
2015-2016,Cody Franson,BUF,D,95.0,97.0,24.0,156.0,144.0,92.0,46.0,70.0,155.0,36.0,172.0,58.0,,72.0,Third Pair,59,993.4,4,6,37,1987-08-08,CAN,CAN,77,224,2005,3,18,79,,
2015-2016,Cody Goloubef,CBJ,D,154.0,151.0,,,100.0,157.0,166.0,209.0,202.0,145.0,220.0,133.0,,200.0,Third Pair,43,650.45,1,1,35,1989-11-30,CAN,CAN,73,190,2008,2,7,37,,
2015-2016,Colin Miller,BOS,D,81.0,158.0,,,164.0,93.0,71.0,81.0,7.0,47.0,215.0,114.0,,130.0,Third Pair,42,663.38333333333,3,6,32,1992-10-29,CAN,CAN,73,200,2012,5,30,151,,
2015-2016,Colton Parayko,STL,D,25.0,41.0,86.0,126.0,73.0,78.0,36.0,51.0,158.0,46.0,105.0,139.0,,65.0,Second Pair,79,1531.5666666667,9,14,32,1993-05-12,CAN,CAN,78,228,2012,3,25,86,,
2015-2016,Connor Murphy,ARI,D,123.0,78.0,107.0,111.0,163.0,158.0,133.0,91.0,126.0,194.0,52.0,42.0,,112.0,Second Pair,78,1599.75,6,4,32,1993-03-26,USA,USA,76,212,2011,1,20,20,,
2015-2016,Dalton Prout,CBJ,D,138.0,77.0,,85.0,132.0,67.0,134.0,161.0,145.0,172.0,223.0,14.0,,180.0,Third Pair,64,1035.05,3,4,35,1990-03-13,CAN,CAN,75,215,2010,6,4,154,,
2015-2016,Damon Severson,NJD,D,177.0,185.0,77.0,,210.0,66.0,100.0,169.0,101.0,80.0,143.0,183.0,,146.0,Second Pair,72,1307.8666666667,1,11,30,1994-08-07,CAN,CAN,74,205,2012,2,30,60,,
2015-2016,Dan Boyle,NYR,D,78.0,117.0,36.0,,31.0,117.0,70.0,15.0,10.0,118.0,80.0,170.0,,70.0,Second Pair,74,1392.2666666667,10,7,48,1976-07-12,CAN,CAN,71,194,-,-,-,-,,
2015-2016,Dan Girardi,NYR,D,150.0,165.0,103.0,31.0,108.0,226.0,169.0,164.0,208.0,130.0,28.0,39.0,,67.0,Second Pair,74,1503.7333333333,2,6,41,1984-04-29,CAN,CAN,73,212,-,-,-,-,,
2015-2016,Dan Hamhuis,VAN,D,101.0,180.0,71.0,34.0,104.0,137.0,124.0,159.0,160.0,69.0,54.0,129.0,,96.0,Second Pair,58,1242.0833333333,3,6,42,1982-12-13,CAN,CAN,73,204,2001,1,12,12,,
2015-2016,Danny DeKeyser,DET,D,153.0,75.0,99.0,14.0,151.0,26.0,186.0,96.0,102.0,105.0,111.0,154.0,,107.0,Second Pair,78,1700.75,8,7,35,1990-03-07,USA,USA,75,183,-,-,-,-,,
2015-2016,Darnell Nurse,EDM,D,188.0,223.0,,136.0,218.0,220.0,97.0,173.0,220.0,214.0,213.0,61.0,,138.0,Second Pair,69,1395.9166666667,3,3,30,1995-02-04,CAN,CAN,76,221,2013,1,7,7,,
2015-2016,David Savard,CBJ,D,82.0,109.0,79.0,44.0,115.0,124.0,106.0,71.0,175.0,72.0,190.0,59.0,,62.0,First Pair,65,1506.2166666667,4,10,34,1990-10-22,CAN,CAN,73,235,2009,4,3,94,,
2015-2016,David Schlemko,NJD,D,134.0,21.0,93.0,137.0,159.0,37.0,90.0,102.0,29.0,121.0,95.0,142.0,,102.0,Second Pair,67,1249.4833333333,6,10,38,1987-05-07,CAN,CAN,73,191,-,-,-,-,,
2015-2016,David Warsofsky,"NJD, PIT",D,189.0,204.0,,,153.0,171.0,43.0,148.0,27.0,227.0,17.0,228.0,,169.0,Third Pair,22,376.71666666667,1,0,35,1990-05-30,USA,USA,69,170,2008,4,4,95,,
2015-2016,Dennis Seidenberg,BOS,D,160.0,81.0,,2.0,172.0,122.0,155.0,194.0,122.0,142.0,118.0,45.0,,94.0,Second Pair,61,1183.25,1,6,43,1981-07-18,DEU,DEU,72,199,2001,6,7,172,,
2015-2016,Dennis Wideman,CGY,D,110.0,190.0,35.0,122.0,160.0,219.0,49.0,67.0,17.0,39.0,15.0,161.0,,30.0,Second Pair,51,1051.3666666667,2,8,42,1983-03-20,CAN,CAN,72,202,2002,8,12,241,,
2015-2016,Derrick Pouliot,PIT,D,72.0,46.0,114.0,,17.0,24.0,78.0,210.0,133.0,73.0,29.0,187.0,,163.0,Third Pair,22,339.96666666667,0,2,31,1994-01-16,CAN,CAN,72,196,2012,1,8,8,,
2015-2016,Deryk Engelland,CGY,D,168.0,65.0,,114.0,205.0,178.0,138.0,90.0,136.0,201.0,124.0,31.0,,147.0,Third Pair,69,1050.9666666667,3,2,43,1982-04-03,CAN,CAN,74,212,2000,6,27,194,,
2015-2016,Dion Phaneuf,"OTT, TOR",D,64.0,205.0,45.0,55.0,69.0,218.0,39.0,124.0,141.0,19.0,60.0,35.0,,43.0,First Pair,71,1586.6166666667,4,16,40,1985-04-10,CAN,CAN,75,222,2003,1,9,9,,
2015-2016,Dmitry Kulikov,FLA,D,173.0,47.0,62.0,83.0,178.0,45.0,144.0,172.0,170.0,109.0,142.0,86.0,,98.0,Second Pair,74,1556.55,1,9,34,1990-10-29,RUS,RUS,73,201,2009,1,14,14,,
2015-2016,Dmitry Orlov,WSH,D,61.0,135.0,,,85.0,98.0,143.0,57.0,79.0,96.0,10.0,89.0,,157.0,Third Pair,82,1314.1666666667,8,10,33,1991-07-23,RUS,RUS,71,214,2009,2,25,55,,
2015-2016,Dougie Hamilton,CGY,D,23.0,166.0,3.0,164.0,44.0,107.0,6.0,18.0,88.0,43.0,130.0,120.0,,31.0,Second Pair,82,1620.9166666667,12,11,32,1993-06-17,CAN,CAN,78,230,2011,1,9,9,,
2015-2016,Drew Doughty,LAK,D,34.0,66.0,8.0,89.0,9.0,11.0,37.0,49.0,95.0,24.0,123.0,113.0,,16.0,First Pair,82,2297.4666666667,14,18,35,1989-12-08,CAN,CAN,73,210,2008,1,2,2,,
2015-2016,Duncan Keith,CHI,D,22.0,105.0,38.0,78.0,12.0,74.0,48.0,46.0,121.0,16.0,64.0,230.0,,17.0,First Pair,67,1690.7666666667,9,15,41,1983-07-16,CAN,CAN,73,192,2002,2,24,54,,
2015-2016,Dustin Byfuglien,WPG,D,4.0,176.0,14.0,47.0,63.0,115.0,3.0,4.0,66.0,22.0,211.0,28.0,,8.0,First Pair,81,2041.0,19,20,40,1985-03-27,USA,USA,77,260,2003,8,16,245,,
2015-2016,Dylan DeMelo,SJS,D,217.0,69.0,,,139.0,35.0,142.0,118.0,81.0,221.0,96.0,143.0,,224.0,Third Pair,45,612.81666666667,2,1,32,1993-05-01,CAN,CAN,72,195,2011,6,28,179,,
2015-2016,Dylan McIlrath,NYR,D,155.0,171.0,,,156.0,169.0,171.0,88.0,98.0,218.0,230.0,6.0,,223.0,Third Pair,34,480.21666666667,2,1,33,1992-04-20,CAN,CAN,77,232,2010,1,10,10,,
2015-2016,Eric Gelinas,"COL, NJD",D,106.0,68.0,92.0,,201.0,19.0,13.0,72.0,3.0,30.0,197.0,53.0,,126.0,Third Pair,40,553.38333333333,1,3,34,1991-05-08,CAN,CAN,76,215,2009,2,24,54,,
2015-2016,Eric Gryba,EDM,D,120.0,179.0,,91.0,124.0,128.0,140.0,212.0,196.0,163.0,217.0,11.0,,186.0,Third Pair,53,947.76666666667,1,2,37,1988-04-14,CAN,CAN,76,222,2006,3,5,68,,
2015-2016,Erik Gudbranson,FLA,D,148.0,156.0,111.0,43.0,167.0,111.0,111.0,141.0,198.0,212.0,61.0,22.0,,160.0,Second Pair,64,1287.2,2,3,33,1992-01-07,CAN,CAN,77,222,2010,1,3,3,,
2015-2016,Erik Gustafsson,CHI,D,60.0,164.0,91.0,,55.0,177.0,83.0,204.0,16.0,33.0,85.0,196.0,,121.0,Third Pair,41,633.43333333333,0,7,33,1992-03-14,SWE,SWE,72,197,2012,4,2,93,,
2015-2016,Erik Johnson,COL,D,39.0,146.0,48.0,37.0,194.0,223.0,27.0,11.0,219.0,88.0,78.0,87.0,,12.0,First Pair,73,1711.3,11,9,37,1988-03-21,USA,USA,76,225,2006,1,1,1,,
2015-2016,Erik Karlsson,OTT,D,2.0,150.0,32.0,139.0,33.0,144.0,5.0,9.0,58.0,1.0,45.0,171.0,,2.0,First Pair,82,2375.9166666667,16,35,35,1990-05-31,SWE,SWE,72,190,2008,1,15,15,,
2015-2016,Evgeny Medvedev,PHI,D,99.0,224.0,88.0,,110.0,181.0,74.0,78.0,123.0,133.0,224.0,169.0,,158.0,Second Pair,45,847.28333333333,4,4,42,1982-08-27,RUS,RUS,75,187,-,-,-,-,,
2015-2016,Fedor Tyutin,CBJ,D,201.0,60.0,118.0,56.0,131.0,54.0,222.0,170.0,166.0,195.0,165.0,56.0,,184.0,Third Pair,61,1073.0,1,2,41,1983-07-19,RUS,RUS,74,221,2001,2,10,40,,
2015-2016,Francois Beauchemin,COL,D,107.0,89.0,55.0,52.0,147.0,184.0,115.0,41.0,153.0,162.0,132.0,131.0,,32.0,First Pair,82,2056.55,8,6,45,1980-06-04,CAN,CAN,71,208,1998,3,17,75,,
2015-2016,Frank Corrado,TOR,D,164.0,127.0,,,128.0,96.0,94.0,190.0,104.0,173.0,227.0,99.0,,209.0,Third Pair,39,563.7,1,2,32,1993-03-26,CAN,CAN,72,205,2011,5,29,150,,
2015-2016,Greg Pateryn,MTL,D,186.0,159.0,,,203.0,131.0,190.0,193.0,227.0,83.0,185.0,23.0,,192.0,Third Pair,38,636.45,1,5,35,1990-06-20,USA,USA,75,212,2008,5,7,128,,
2015-2016,Griffin Reinhart,EDM,D,223.0,218.0,,,168.0,222.0,210.0,228.0,223.0,230.0,222.0,54.0,,219.0,Second Pair,29,523.98333333333,0,0,31,1994-01-24,CAN,CAN,76,212,2012,1,4,4,,
2015-2016,Hampus Lindholm,ANA,D,56.0,104.0,27.0,118.0,27.0,32.0,79.0,45.0,113.0,56.0,70.0,182.0,,66.0,First Pair,80,1760.15,10,8,31,1994-01-20,SWE,SWE,76,215,2012,1,6,6,,
2015-2016,Ian Cole,PIT,D,97.0,18.0,,150.0,45.0,46.0,121.0,143.0,59.0,157.0,180.0,76.0,,128.0,Third Pair,70,1206.7333333333,0,4,36,1989-02-21,USA,USA,73,225,2007,1,18,18,,
2015-2016,Jaccob Slavin,CAR,D,170.0,122.0,,125.0,107.0,193.0,162.0,199.0,191.0,115.0,40.0,215.0,,95.0,Second Pair,63,1322.1833333333,2,7,31,1994-05-01,USA,USA,75,207,2012,4,29,120,,
2015-2016,Jack Johnson,CBJ,D,146.0,152.0,51.0,74.0,109.0,160.0,113.0,73.0,201.0,144.0,76.0,91.0,,55.0,First Pair,60,1450.5166666667,6,3,38,1987-01-13,USA,USA,73,227,2005,1,3,3,,
2015-2016,Jacob Trouba,WPG,D,45.0,59.0,60.0,71.0,34.0,75.0,56.0,63.0,111.0,89.0,73.0,93.0,,45.0,First Pair,81,1787.3833333333,6,9,31,1994-02-26,USA,USA,75,203,2012,1,9,9,,
2015-2016,Jake Gardiner,TOR,D,69.0,193.0,61.0,,59.0,136.0,86.0,75.0,146.0,70.0,72.0,123.0,,88.0,Second Pair,79,1629.05,7,11,35,1990-07-04,USA,USA,74,203,2008,1,17,17,,
2015-2016,Jake McCabe,BUF,D,215.0,153.0,,130.0,211.0,151.0,217.0,137.0,218.0,167.0,131.0,109.0,,189.0,Second Pair,77,1472.05,4,7,31,1993-10-12,USA,USA,73,204,2012,2,14,44,,
2015-2016,Jake Muzzin,LAK,D,5.0,36.0,20.0,108.0,4.0,8.0,11.0,53.0,50.0,32.0,136.0,41.0,,25.0,First Pair,82,1891.0,8,15,36,1989-02-21,CAN,CAN,75,227,2007,5,20,141,,
2015-2016,Jakub Kindl,"DET, FLA",D,58.0,93.0,94.0,,42.0,10.0,30.0,43.0,5.0,116.0,199.0,122.0,,140.0,Third Pair,44,677.15,2,2,38,1987-02-10,CZE,CZE,75,199,2005,1,19,19,,
2015-2016,Jakub Nakladal,CGY,D,109.0,134.0,,,207.0,83.0,35.0,68.0,139.0,207.0,43.0,72.0,,174.0,Third Pair,27,383.13333333333,2,1,37,1987-12-30,CZE,CZE,74,212,-,-,-,-,,
2015-2016,Jamie McBain,LAK,D,92.0,43.0,122.0,170.0,18.0,60.0,119.0,27.0,1.0,98.0,69.0,163.0,,154.0,Fringe,44,538.4,2,3,37,1988-02-25,USA,USA,73,195,2006,2,33,63,,
2015-2016,Jared Cowen,OTT,D,199.0,181.0,,75.0,182.0,175.0,207.0,168.0,199.0,187.0,152.0,7.0,,177.0,Third Pair,37,628.23333333333,0,2,34,1991-01-25,CAN,CAN,77,238,2009,1,9,9,,
2015-2016,Jared Spurgeon,MIN,D,53.0,9.0,16.0,11.0,51.0,16.0,91.0,26.0,41.0,79.0,12.0,197.0,,42.0,First Pair,77,1746.25,11,8,35,1989-11-29,CAN,CAN,69,166,2008,6,5,156,,
2015-2016,Jason Demers,DAL,D,21.0,80.0,59.0,54.0,3.0,51.0,92.0,60.0,159.0,53.0,186.0,96.0,,84.0,Second Pair,62,1293.8166666667,7,10,37,1988-06-09,CAN,CAN,73,195,2008,7,5,186,,
2015-2016,Jason Garrison,TBL,D,73.0,51.0,97.0,42.0,82.0,47.0,65.0,86.0,137.0,100.0,108.0,155.0,,77.0,Second Pair,72,1329.3833333333,5,3,40,1984-11-13,CAN,CAN,73,218,-,-,-,-,,
2015-2016,Jay Bouwmeester,STL,D,94.0,136.0,102.0,63.0,58.0,116.0,131.0,174.0,69.0,125.0,75.0,190.0,,91.0,First Pair,72,1664.2166666667,3,7,41,1983-09-27,CAN,CAN,76,206,2002,1,3,3,,
2015-2016,Jeff Petry,MTL,D,50.0,143.0,56.0,77.0,106.0,104.0,55.0,59.0,184.0,101.0,115.0,73.0,,73.0,Second Pair,51,1089.1666666667,5,5,37,1987-12-09,USA,USA,75,209,2006,2,15,45,,
2015-2016,Joe Morrow,BOS,D,178.0,178.0,,,171.0,182.0,110.0,176.0,194.0,117.0,121.0,166.0,,172.0,Third Pair,33,524.96666666667,1,3,32,1992-12-09,CAN,CAN,72,196,2011,1,23,23,,
2015-2016,Joel Edmundson,STL,D,104.0,169.0,,128.0,137.0,134.0,80.0,218.0,162.0,166.0,219.0,19.0,,207.0,Third Pair,67,1000.2666666667,1,4,32,1993-06-28,CAN,CAN,77,221,2011,2,16,46,,
2015-2016,John Carlson,WSH,D,9.0,90.0,5.0,92.0,47.0,149.0,25.0,24.0,140.0,5.0,23.0,185.0,,7.0,First Pair,56,1327.2833333333,8,17,35,1990-01-10,USA,USA,75,215,2008,1,27,27,,
2015-2016,John Klingberg,DAL,D,7.0,217.0,74.0,,2.0,187.0,54.0,29.0,182.0,8.0,77.0,203.0,,33.0,First Pair,76,1723.85,10,21,32,1992-08-14,SWE,SWE,75,190,2010,5,11,131,,
